WKT,name,prov,date,key
"POINT (-98.682287 20.467084)",Crotalus atrox,gbif,2024/04/20,4852953305
"POINT (-110.965874 32.312568)",Crotalus atrox,gbif,2024/04/21,4853075962
"POINT (-97.08655 27.8339)",Crotalus atrox,gbif,2024/04/05,4853082120
"POINT (-108.055422 31.897093)",Crotalus atrox,gbif,2024/04/21,4851797210
"POINT (-110.932275 32.409088)",Crotalus atrox,gbif,2024/04/21,4852075603
"POINT (-111.878764 33.755988)",Crotalus atrox,gbif,2024/04/22,4852363287
"POINT (-111.01171 31.877522)",Crotalus atrox,gbif,2024/04/22,4852906743
"POINT (-110.609475 32.084761)",Crotalus atrox,gbif,2024/04/12,4852948095
"POINT (-110.722283 32.216428)",Crotalus atrox,gbif,2024/04/22,4851817489
"POINT (-111.242416 32.325289)",Crotalus atrox,gbif,2024/04/22,4853050896
"POINT (-111.027778 33.617722)",Crotalus atrox,gbif,2024/04/22,4852916982
"POINT (-98.718042 34.736263)",Crotalus atrox,gbif,2024/04/14,4851972281
"POINT (-107.166441 34.06007)",Crotalus atrox,gbif,2024/04/18,4852026049
"POINT (-111.769297 33.669806)",Crotalus atrox,gbif,2024/04/23,4852901696
"POINT (-97.822013 30.24337)",Crotalus atrox,gbif,2024/04/23,4852904915
"POINT (-98.684685 26.559352)",Crotalus atrox,gbif,2024/04/16,4851786237
"POINT (-98.893989 26.868621)",Crotalus atrox,gbif,2024/04/16,4852909148
"POINT (-110.820207 32.310065)",Crotalus atrox,gbif,2024/04/21,4853018046
"POINT (-110.853795 32.237383)",Crotalus atrox,gbif,2024/04/21,4853029439
"POINT (-98.626986 27.339712)",Crotalus atrox,gbif,2024/04/16,4852931071
"POINT (-112.855432 32.154825)",Crotalus atrox,gbif,2024/04/22,4853013199
"POINT (-111.623055 33.554272)",Crotalus atrox,gbif,2024/04/01,4852931192
"POINT (-98.364304 29.366456)",Crotalus atrox,gbif,2024/04/23,4852427987
"POINT (-110.872942 32.481804)",Crotalus atrox,gbif,2024/04/24,4852089725
"POINT (-98.484664 32.857841)",Crotalus atrox,gbif,2024/04/24,4853114459
"POINT (-111.014041 31.797347)",Crotalus atrox,gbif,2024/04/24,4851940321
"POINT (-111.014426 31.79668)",Crotalus atrox,gbif,2024/04/24,4853028617
"POINT (-110.986162 31.858013)",Crotalus atrox,gbif,2024/04/24,4852983583
"POINT (-111.901621 33.7351)",Crotalus atrox,gbif,2024/04/24,4852940079
"POINT (-103.258592 29.330772)",Crotalus atrox,gbif,2024/04/23,4852994432
"POINT (-112.968064 32.252367)",Crotalus atrox,gbif,2024/04/24,4852994523
"POINT (-111.858467 33.649428)",Crotalus atrox,gbif,2024/04/15,4852116727
"POINT (-103.512491 29.145663)",Crotalus atrox,gbif,2024/04/25,4853099261
"POINT (-111.86466 33.625881)",Crotalus atrox,gbif,2024/04/25,4853099277
"POINT (-110.618503 32.10299)",Crotalus atrox,gbif,2024/04/25,4852118896
"POINT (-111.057074 32.502831)",Crotalus atrox,gbif,2024/04/25,4852159316
"POINT (-110.512408 32.496296)",Crotalus atrox,gbif,2024/04/18,4851953616
"POINT (-98.240747 30.539048)",Crotalus atrox,gbif,2024/04/16,4852259057
"POINT (-112.046889 33.693972)",Crotalus atrox,gbif,2024/04/23,4853184916
"POINT (-101.791795 30.672158)",Crotalus atrox,gbif,2024/04/25,4851940919
"POINT (-110.745285 32.21246)",Crotalus atrox,gbif,2024/04/25,4852914101
"POINT (-97.156639 32.036955)",Crotalus atrox,gbif,2024/04/25,4855260550
"POINT (-102.111724 32.417763)",Crotalus atrox,gbif,2024/04/26,4853103812
"POINT (-102.111714 32.417742)",Crotalus atrox,gbif,2024/04/26,4852102156
"POINT (-111.062775 32.214622)",Crotalus atrox,gbif,2024/04/21,4853065052
"POINT (-110.815735 32.168541)",Crotalus atrox,gbif,2024/04/26,4853037692
"POINT (-100.345392 32.321242)",Crotalus atrox,gbif,2024/04/26,4853065368
"POINT (-111.055698 32.468108)",Crotalus atrox,gbif,2024/04/26,4852164423
"POINT (-111.156264 32.583253)",Crotalus atrox,gbif,2024/04/26,4852443922
"POINT (-111.696228 33.67578)",Crotalus atrox,gbif,2024/04/26,4853050164
"POINT (-101.871422 30.408855)",Crotalus atrox,gbif,2024/04/26,4852221027
"POINT (-102.041503 30.213697)",Crotalus atrox,gbif,2024/04/26,4852453668
"POINT (-97.709773 26.775232)",Crotalus atrox,gbif,2024/04/26,4853111407
"POINT (-110.810887 32.317363)",Crotalus atrox,gbif,2024/04/25,4852157474
"POINT (-110.81078 32.318947)",Crotalus atrox,gbif,2024/04/25,4852519332
"POINT (-99.566196 33.633426)",Crotalus atrox,gbif,2024/04/09,4853141900
"POINT (-111.126367 32.485695)",Crotalus atrox,gbif,2024/04/25,4853136392
"POINT (-110.979948 32.339068)",Crotalus atrox,gbif,2024/04/27,4852176024
"POINT (-101.064864 34.417812)",Crotalus atrox,gbif,2024/04/27,4853112189
"POINT (-112.005714 33.829097)",Crotalus atrox,gbif,2024/04/27,4852628379
"POINT (-110.854001 32.476709)",Crotalus atrox,gbif,2024/04/23,4852524588
"POINT (-111.108424 32.243313)",Crotalus atrox,gbif,2024/04/20,4852151218
"POINT (-111.199671 32.449578)",Crotalus atrox,gbif,2024/04/27,4852091239
"POINT (-99.606217 32.79055)",Crotalus atrox,gbif,2024/04/27,4852000674
"POINT (-98.376257 33.800967)",Crotalus atrox,gbif,2024/04/27,4852526008
"POINT (-101.86887 30.413237)",Crotalus atrox,gbif,2024/04/27,4852384231
"POINT (-110.815187 32.311847)",Crotalus atrox,gbif,2024/04/27,4852470408
"POINT (-100.658394 25.954447)",Crotalus atrox,gbif,2024/04/26,4852412061
"POINT (-97.653139 29.795531)",Crotalus atrox,gbif,2024/04/26,4853095884
"POINT (-98.553122 28.3726)",Crotalus atrox,gbif,2024/04/27,4852145193
"POINT (-98.631653 28.41142)",Crotalus atrox,gbif,2024/04/27,4852695373
"POINT (-98.637208 28.333117)",Crotalus atrox,gbif,2024/04/27,4852712700
"POINT (-98.625633 28.413003)",Crotalus atrox,gbif,2024/04/27,4852587424
"POINT (-97.301138 31.610387)",Crotalus atrox,gbif,2024/04/26,4853180848
"POINT (-94.955864 29.202119)",Crotalus atrox,gbif,2024/04/27,4853178792
"POINT (-95.308453 28.933783)",Crotalus atrox,gbif,2024/04/27,4852487063
"POINT (-98.781305 33.406585)",Crotalus atrox,gbif,2024/04/28,4853192479
"POINT (-97.411836 26.048006)",Crotalus atrox,gbif,2024/04/13,4852471214
"POINT (-98.731734 26.354058)",Crotalus atrox,gbif,2024/04/28,4853206285
"POINT (-112.300897 33.382798)",Crotalus atrox,gbif,2024/04/26,4853193306
"POINT (-101.80082 30.46937)",Crotalus atrox,gbif,2024/04/27,4852045710
"POINT (-101.798675 30.469028)",Crotalus atrox,gbif,2024/04/27,4851970065
"POINT (-101.866195 30.421095)",Crotalus atrox,gbif,2024/04/27,4852586257
"POINT (-101.924408 30.609305)",Crotalus atrox,gbif,2024/04/27,4853160477
"POINT (-95.308271 28.933304)",Crotalus atrox,gbif,2024/04/27,4852045908
"POINT (-111.052287 32.373925)",Crotalus atrox,gbif,2024/04/25,4852289522
"POINT (-98.312033 29.597475)",Crotalus atrox,gbif,2024/04/29,4852243971
"POINT (-111.62516 33.452755)",Crotalus atrox,gbif,2024/04/26,4851858029
"POINT (-111.625225 33.452792)",Crotalus atrox,gbif,2024/04/26,4852700551
"POINT (-100.627053 26.487414)",Crotalus atrox,gbif,2024/04/13,4852506606
"POINT (-101.821678 30.46512)",Crotalus atrox,gbif,2024/04/27,4852648207
"POINT (-100.664603 25.953032)",Crotalus atrox,gbif,2024/04/26,4852130942
"POINT (-97.423045 30.238291)",Crotalus atrox,gbif,2024/04/21,4852146220
"POINT (-111.11318 32.482104)",Crotalus atrox,gbif,2024/04/29,4852225111
"POINT (-98.434801 28.317701)",Crotalus atrox,gbif,2024/04/26,4853144154
"POINT (-98.147738 24.844213)",Crotalus atrox,gbif,2024/04/13,4852600619
"POINT (-110.980171 32.452337)",Crotalus atrox,gbif,2024/04/29,4851820234
"POINT (-110.980203 32.452292)",Crotalus atrox,gbif,2024/04/29,4851757527
"POINT (-99.75063 34.112414)",Crotalus atrox,gbif,2024/04/27,4851818355
"POINT (-97.27594 28.605299)",Crotalus atrox,gbif,2024/04/26,4852826573
"POINT (-97.330378 28.969972)",Crotalus atrox,gbif,2024/04/28,4852103892
"POINT (-111.049675 31.569063)",Crotalus atrox,gbif,2024/04/29,4851863341
"POINT (-99.509442 31.211536)",Crotalus atrox,gbif,2024/04/29,4852368818
"POINT (-97.724167 30.152958)",Crotalus atrox,gbif,2024/04/29,4852235617
"POINT (-110.945298 32.441222)",Crotalus atrox,gbif,2024/04/30,4854844818
"POINT (-100.657202 25.955851)",Crotalus atrox,gbif,2024/04/26,4855242251
"POINT (-100.640966 25.972433)",Crotalus atrox,gbif,2024/04/26,4855316330
"POINT (-100.660919 25.952223)",Crotalus atrox,gbif,2024/04/26,4855381103
"POINT (-100.581641 25.992051)",Crotalus atrox,gbif,2024/04/26,4855350016
"POINT (-100.629662 25.983509)",Crotalus atrox,gbif,2024/04/26,4855489758
"POINT (-112.813743 31.942996)",Crotalus atrox,gbif,2024/04/04,4854962631
"POINT (-100.659552 25.953411)",Crotalus atrox,gbif,2024/04/26,4855410621
"POINT (-103.382938 30.348176)",Crotalus atrox,gbif,2024/04/18,4855144624
"POINT (-97.825822 30.526217)",Crotalus atrox,gbif,2024/04/29,4855013026
"POINT (-111.362883 32.462517)",Crotalus atrox,gbif,2024/04/05,4855048361
"POINT (-100.296568 25.60878)",Crotalus atrox,gbif,2024/04/21,4855150425
"POINT (-111.610533 34.598159)",Crotalus atrox,gbif,2024/04/23,4855568492
"POINT (-110.680225 32.234102)",Crotalus atrox,gbif,2024/04/29,4855370547
"POINT (-111.016052 31.873027)",Crotalus atrox,gbif,2024/04/30,4855158559
"POINT (-95.020255 29.159068)",Crotalus atrox,gbif,2024/04/27,4855147688
"POINT (-99.08593 29.299863)",Crotalus atrox,gbif,2024/04/09,4855211320
"POINT (-114.109413 32.429469)",Crotalus atrox,gbif,2024/04/17,4855213071
"POINT (-112.040224 33.384231)",Crotalus atrox,gbif,2024/04/14,4855317370
"POINT (-97.386375 25.987113)",Crotalus atrox,gbif,2024/04/26,4863919651
"POINT (-102.285778 20.788384)",Crotalus atrox,gbif,2024/04/03,4863892572
"POINT (-98.389405 26.17583)",Crotalus atrox,gbif,2024/04/13,4863541353
"POINT (-97.891369 30.336305)",Crotalus atrox,gbif,2024/04/13,4863434908
"POINT (-111.984134 33.662807)",Crotalus atrox,gbif,2024/04/28,4863609327
"POINT (-111.131762 32.310716)",Crotalus atrox,gbif,2024/04/27,4868048845
"POINT (-111.338466 32.209729)",Crotalus atrox,gbif,2024/04/30,4867816398
"POINT (-99.768993 30.489322)",Crotalus atrox,gbif,2024/04/26,4872340063
"POINT (-110.909647 32.436433)",Crotalus atrox,gbif,2024/04/25,4872054416
"POINT (-112.152078 34.052797)",Crotalus atrox,gbif,2024/04/07,4875594103
"POINT (-110.668403 32.142708)",Crotalus atrox,gbif,2024/04/06,4875072542
"POINT (-111.064693 32.266254)",Crotalus atrox,gbif,2024/04/29,4875313996
"POINT (-98.384159 26.173411)",Crotalus atrox,gbif,2024/04/13,4875210788
"POINT (-97.900655 30.414332)",Crotalus atrox,gbif,2024/04/08,4901194236
"POINT (-97.900374 30.412655)",Crotalus atrox,gbif,2024/04/08,4901084691
"POINT (-111.674583 33.636711)",Crotalus atrox,gbif,2024/04/02,4901257639
"POINT (-97.081066 27.825683)",Crotalus atrox,gbif,2024/04/05,4901744451
"POINT (-98.687212 20.463972)",Crotalus atrox,gbif,2024/04/21,4908786901
"POINT (-98.215017 27.654972)",Crotalus atrox,gbif,2024/04/26,4908297040
"POINT (-110.708022 32.18438)",Crotalus atrox,gbif,2024/04/24,4921673963
"POINT (-97.265582 31.583212)",Crotalus atrox,gbif,2024/04/06,4924025373
"POINT (-110.992774 32.544556)",Crotalus atrox,gbif,2024/05/01,4855170838
"POINT (-110.837914 32.443202)",Crotalus atrox,gbif,2024/05/01,4855332048
"POINT (-110.919284 32.571418)",Crotalus atrox,gbif,2024/05/01,4855084425
"POINT (-111.07239 32.427695)",Crotalus atrox,gbif,2024/05/01,4855375565
"POINT (-111.8843 33.746643)",Crotalus atrox,gbif,2024/05/01,4854936926
"POINT (-111.169218 32.335466)",Crotalus atrox,gbif,2024/05/01,4855442091
"POINT (-100.298279 34.115958)",Crotalus atrox,gbif,2024/05/01,4854969517
"POINT (-111.041368 32.439602)",Crotalus atrox,gbif,2024/05/02,4854982923
"POINT (-100.298291 34.115969)",Crotalus atrox,gbif,2024/05/01,4855001895
"POINT (-99.796292 32.211556)",Crotalus atrox,gbif,2024/05/01,4855017516
"POINT (-107.053028 34.465229)",Crotalus atrox,gbif,2024/05/01,4854934050
"POINT (-105.83178 35.584826)",Crotalus atrox,gbif,2024/05/02,4854943997
"POINT (-104.463421 33.430254)",Crotalus atrox,gbif,2024/05/02,4854935214
"POINT (-104.487099 33.585779)",Crotalus atrox,gbif,2024/05/02,4855457433
"POINT (-102.310353 32.047697)",Crotalus atrox,gbif,2024/05/03,4855300649
"POINT (-104.335337 33.323397)",Crotalus atrox,gbif,2024/05/02,4855423992
"POINT (-110.72435 32.218563)",Crotalus atrox,gbif,2024/05/03,4855067248
"POINT (-102.681838 32.404583)",Crotalus atrox,gbif,2024/05/03,4855167432
"POINT (-98.247717 28.719259)",Crotalus atrox,gbif,2024/05/02,4855008896
"POINT (-104.685551 30.082397)",Crotalus atrox,gbif,2024/05/04,4855508539
"POINT (-96.972753 28.320972)",Crotalus atrox,gbif,2024/05/04,4854921990
"POINT (-106.51921257 35.180818001)",Crotalus atrox,inat,2024/09/10,241007249
"POINT (-111.62764697 33.437674492)",Crotalus atrox,inat,2024/08/20,240991595
"POINT (-101.913073 35.599152212)",Crotalus atrox,inat,2024/09/10,240980875
"POINT (-108.97160518 32.090573602)",Crotalus atrox,inat,2024/09/07,240945028
"POINT (-110.77420833 32.282271667)",Crotalus atrox,inat,2024/09/05,240892504
"POINT (-109.48979167 31.93645)",Crotalus atrox,inat,2024/09/08,240890755
"POINT (-111.14430283 32.63718)",Crotalus atrox,inat,2024/09/09,240890648
"POINT (-109.45728333 31.984263333)",Crotalus atrox,inat,2024/09/08,240890559
"POINT (-109.023225 31.905911667)",Crotalus atrox,inat,2024/09/07,240890380
"POINT (-109.03582783 31.903166667)",Crotalus atrox,inat,2024/09/07,240890302
"POINT (-107.8283805 35.119074944)",Crotalus atrox,inat,2024/09/09,240859623
"POINT (-113.0210195 31.943213333)",Crotalus atrox,inat,2024/09/04,240838076
"POINT (-112.04216117 33.219171667)",Crotalus atrox,inat,2024/07/25,240827180
"POINT (-112.084525 33.227846667)",Crotalus atrox,inat,2024/07/25,240826694
"POINT (-111.69329667 33.679866667)",Crotalus atrox,inat,2024/07/24,240826017
"POINT (-111.698295 33.644628333)",Crotalus atrox,inat,2024/07/24,240825660
"POINT (-111.70156167 33.630458333)",Crotalus atrox,inat,2024/07/24,240825531
"POINT (-111.6127681 33.45656236)",Crotalus atrox,inat,2024/07/24,240825260
"POINT (-111.69351167 33.682358333)",Crotalus atrox,inat,2024/07/24,240825175
"POINT (-111.69322167 33.688113333)",Crotalus atrox,inat,2024/07/24,240824986
"POINT (-111.95257145 33.438076249)",Crotalus atrox,inat,2024/07/22,240823563
"POINT (-111.09781548 31.738086281)",Crotalus atrox,inat,2024/08/26,240818562
"POINT (-112.0722995 33.435843548)",Crotalus atrox,inat,2024/07/18,240818390
"POINT (-112.07974514 33.449849251)",Crotalus atrox,inat,2024/07/18,240818340
"POINT (-111.90797492 33.567236903)",Crotalus atrox,inat,2024/07/18,240817128
"POINT (-101.35568833 35.687186667)",Crotalus atrox,inat,2024/04/25,240816768
"POINT (-111.68512833 33.70988)",Crotalus atrox,inat,2024/07/14,240813314
"POINT (-111.69233667 33.691428333)",Crotalus atrox,inat,2024/07/14,240813259
"POINT (-111.79698 33.591545)",Crotalus atrox,inat,2024/07/12,240813124
"POINT (-111.797325 33.587278333)",Crotalus atrox,inat,2024/07/12,240812853
"POINT (-112.06665 33.219188333)",Crotalus atrox,inat,2024/07/11,240811855
"POINT (-101.677708 34.967707)",Crotalus atrox,inat,2024/09/09,240801865
"POINT (-101.677626 34.968393)",Crotalus atrox,inat,2024/09/09,240801855
"POINT (-113.63755833 34.471936667)",Crotalus atrox,inat,2024/09/08,240795519
"POINT (-109.18752012 31.984491452)",Crotalus atrox,inat,2024/09/01,240789873
"POINT (-110.91994604 31.555896148)",Crotalus atrox,inat,2024/08/31,240785016
"POINT (-110.91675799 31.420318101)",Crotalus atrox,inat,2024/08/31,240784940
"POINT (-110.88248912 31.513464279)",Crotalus atrox,inat,2024/09/09,240784348
"POINT (-110.82114889 31.523882671)",Crotalus atrox,inat,2024/08/31,240783954
"POINT (-110.81826989 31.557705189)",Crotalus atrox,inat,2024/08/31,240782624
"POINT (-111.05710574 31.285311541)",Crotalus atrox,inat,2024/08/31,240772506
"POINT (-98.823612063 30.504852559)",Crotalus atrox,inat,2024/09/08,240771672
"POINT (-109.16400556 31.649141667)",Crotalus atrox,inat,2024/08/29,240771235
"POINT (-110.21448518 31.7110723)",Crotalus atrox,inat,2024/09/09,240755748
"POINT (-109.489805 31.936421667)",Crotalus atrox,inat,2024/09/08,240715713
"POINT (-109.43175795 31.95013822)",Crotalus atrox,inat,2024/09/08,240702495
"POINT (-97.64067 30.514611667)",Crotalus atrox,inat,2024/04/14,240685411
"POINT (-111.05228717 32.373925038)",Crotalus atrox,inat,2024/09/01,240684718
"POINT (-101.9841 33.576661667)",Crotalus atrox,inat,2024/09/08,240683842
"POINT (-97.777572755 30.51016852)",Crotalus atrox,inat,2024/09/08,240681699
"POINT (-111.12079007 29.00343936)",Crotalus atrox,inat,2024/09/07,240595536
"POINT (-101.12558889 34.247041667)",Crotalus atrox,inat,2024/09/07,240586441
"POINT (-111.05824912 29.062081015)",Crotalus atrox,inat,2024/09/07,240586134
"POINT (-97.3564467 32.7231585)",Crotalus atrox,inat,2024/09/08,240576907
"POINT (-111.78521667 33.634505)",Crotalus atrox,inat,2024/09/08,240563730
"POINT (-110.90679707 32.535505616)",Crotalus atrox,inat,2024/09/07,240542470
"POINT (-110.84225351 32.481485561)",Crotalus atrox,inat,2024/09/07,240542368
"POINT (-110.83037259 32.427657756)",Crotalus atrox,inat,2024/09/07,240541806
"POINT (-110.80223497 32.471637392)",Crotalus atrox,inat,2024/09/07,240541694
"POINT (-111.08648982 32.529442507)",Crotalus atrox,inat,2024/09/07,240540999
"POINT (-111.15725429 32.548722947)",Crotalus atrox,inat,2024/09/07,240540694
"POINT (-110.95028905 32.551162701)",Crotalus atrox,inat,2024/09/07,240540424
"POINT (-110.84981496 32.479472563)",Crotalus atrox,inat,2024/09/07,240540185
"POINT (-108.94124532 31.446763276)",Crotalus atrox,inat,2024/09/07,240496642
"POINT (-108.88656204 31.746446307)",Crotalus atrox,inat,2024/09/07,240496529
"POINT (-111.60361174 33.731912395)",Crotalus atrox,inat,2024/09/07,240481608
"POINT (-111.9893309 33.3647891)",Crotalus atrox,inat,2024/09/07,240475359
"POINT (-97.870113151 26.476772725)",Crotalus atrox,inat,2024/09/07,240473514
"POINT (-98.408575479 27.081760842)",Crotalus atrox,inat,2024/09/07,240473380
"POINT (-98.65307602 26.966268291)",Crotalus atrox,inat,2024/09/07,240473339
"POINT (-96.588136667 29.724645)",Crotalus atrox,inat,2024/08/30,240470562
"POINT (-110.72819179 32.169227754)",Crotalus atrox,inat,2024/09/07,240469562
"POINT (-110.72210486 32.170406739)",Crotalus atrox,inat,2024/09/07,240469559
"POINT (-99.051652778 27.650069444)",Crotalus atrox,inat,2024/08/27,240456097
"POINT (-99.059319444 27.564852778)",Crotalus atrox,inat,2024/08/27,240456068
"POINT (-111.69777833 33.667461667)",Crotalus atrox,inat,2024/09/07,240439749
"POINT (-105.2012833 31.844072037)",Crotalus atrox,inat,2024/09/05,240435448
"POINT (-110.88787301 31.774644721)",Crotalus atrox,inat,2024/09/05,240387766
"POINT (-110.8076084 31.5986127)",Crotalus atrox,inat,2024/09/03,240380938
"POINT (-110.74296944 31.535163889)",Crotalus atrox,inat,2024/09/07,240366799
"POINT (-112.00576667 33.828846667)",Crotalus atrox,inat,2024/09/05,240360801
"POINT (-111.64672963 33.547661907)",Crotalus atrox,inat,2024/09/07,240328915
"POINT (-110.81738122 32.266731142)",Crotalus atrox,inat,2024/09/06,240258221
"POINT (-110.82156333 32.318428333)",Crotalus atrox,inat,2024/09/06,240257329
"POINT (-109.12789307 31.92109783)",Crotalus atrox,inat,2024/09/05,240253993
"POINT (-97.87397 30.169091667)",Crotalus atrox,inat,2024/09/06,240240528
"POINT (-112.76376408 33.32570655)",Crotalus atrox,inat,2024/09/05,240237303
"POINT (-100.2779765 25.6097204)",Crotalus atrox,inat,2024/08/31,240197538
"POINT (-111.05192263 32.275119805)",Crotalus atrox,inat,2024/09/05,240175449
"POINT (-98.484226726 29.410773121)",Crotalus atrox,inat,2024/09/06,240154310
"POINT (-107.60859898 32.500696918)",Crotalus atrox,inat,2024/09/03,240147451
"POINT (-112.0074 33.219194444)",Crotalus atrox,inat,2024/08/31,240144536
"POINT (-107.63795293 32.064567973)",Crotalus atrox,inat,2024/08/30,240137247
"POINT (-111.20560716 32.258255721)",Crotalus atrox,inat,2024/09/06,240134563
"POINT (-100.91148331 30.03502046)",Crotalus atrox,inat,2024/06/19,240131095
"POINT (-112.62477442 33.83099501)",Crotalus atrox,inat,2024/09/05,240109433
"POINT (-112.79771494 33.910993331)",Crotalus atrox,inat,2024/09/05,240109338
"POINT (-112.66734892 33.911027469)",Crotalus atrox,inat,2024/09/05,240108060
"POINT (-112.71144813 33.998656293)",Crotalus atrox,inat,2024/09/05,240107983
"POINT (-112.75162755 33.887034911)",Crotalus atrox,inat,2024/09/05,240107724
"POINT (-112.75863201 33.95081672)",Crotalus atrox,inat,2024/09/05,240107686
"POINT (-112.76807792 33.828966443)",Crotalus atrox,inat,2024/09/05,240107393
"POINT (-97.873811667 30.167188333)",Crotalus atrox,inat,2022/09/16,240099693
"POINT (-108.96668781 32.170620544)",Crotalus atrox,inat,2024/09/05,240096648
"POINT (-108.95273713 32.036689205)",Crotalus atrox,inat,2024/09/05,240096465
"POINT (-111.19284869 29.080592595)",Crotalus atrox,inat,2024/09/05,240090756
"POINT (-111.10586529 29.003416645)",Crotalus atrox,inat,2024/09/05,240090720
"POINT (-111.07573096 29.010662327)",Crotalus atrox,inat,2024/09/05,240090404
"POINT (-107.71070336 32.109201458)",Crotalus atrox,inat,2024/08/29,240086770
"POINT (-110.72417921 32.220827067)",Crotalus atrox,inat,2024/09/05,240083602
"POINT (-110.72270106 32.200966951)",Crotalus atrox,inat,2024/09/05,240083601
"POINT (-110.72451137 32.20222344)",Crotalus atrox,inat,2024/09/05,240083599
"POINT (-110.72493262 32.203442749)",Crotalus atrox,inat,2024/09/05,240083598
"POINT (-110.72493262 32.203442749)",Crotalus atrox,inat,2024/09/05,240083597
"POINT (-107.63037868 32.183483502)",Crotalus atrox,inat,2024/08/28,240080973
"POINT (-112.0004758 33.899644434)",Crotalus atrox,inat,2024/09/05,240080548
"POINT (-111.03840213 32.197724915)",Crotalus atrox,inat,2024/09/05,240073437
"POINT (-97.302897185 27.423908494)",Crotalus atrox,inat,2024/09/05,240068346
"POINT (-112.00736389 33.219163889)",Crotalus atrox,inat,2024/08/31,240068280
"POINT (-111.01421155 31.863343086)",Crotalus atrox,inat,2024/09/05,240052655
"POINT (-97.204963333 27.610120002)",Crotalus atrox,inat,2024/09/05,239968519
"POINT (-111.43031797 33.34526)",Crotalus atrox,inat,2024/09/04,239955541
"POINT (-97.151383275 27.710343523)",Crotalus atrox,inat,2024/09/04,239928485
"POINT (-111.30934508 31.50298265)",Crotalus atrox,inat,2024/09/02,239923671
"POINT (-110.9505617 32.0128811)",Crotalus atrox,inat,2024/09/03,239910947
"POINT (-111.2596351 32.6164211)",Crotalus atrox,inat,2024/08/31,239901035
"POINT (-111.2342831 32.6141587)",Crotalus atrox,inat,2024/08/31,239901034
"POINT (-110.9582532 33.7363736)",Crotalus atrox,inat,2024/08/30,239900997
"POINT (-110.9699868 33.6759021)",Crotalus atrox,inat,2024/08/30,239900994
"POINT (-110.9719226 33.7196466)",Crotalus atrox,inat,2024/08/30,239900993
"POINT (-112.06896117 33.766236667)",Crotalus atrox,inat,2024/09/03,239891475
"POINT (-110.916938 32.423645)",Crotalus atrox,inat,2024/09/01,239869106
"POINT (-109.46933269 31.66311034)",Crotalus atrox,inat,2024/09/04,239857819
"POINT (-111.1859274 32.2481636)",Crotalus atrox,inat,2024/09/03,239838247
"POINT (-111.0661767 32.2339495)",Crotalus atrox,inat,2024/09/03,239837731
"POINT (-110.4347609 31.997133)",Crotalus atrox,inat,2024/09/02,239836912
"POINT (-97.678896189 30.508225212)",Crotalus atrox,inat,2024/09/04,239831252
"POINT (-110.95498667 32.470241667)",Crotalus atrox,inat,2024/09/04,239812845
"POINT (-98.475400804 27.062289891)",Crotalus atrox,inat,2024/09/03,239739606
"POINT (-97.301636551 27.424291588)",Crotalus atrox,inat,2024/09/03,239737129
"POINT (-110.32166939 27.555202538)",Crotalus atrox,inat,2024/09/03,239708524
"POINT (-97.655255869 30.63126076)",Crotalus atrox,inat,2024/09/03,239705484
"POINT (-111.3992511 33.046873271)",Crotalus atrox,inat,2024/09/01,239694349
"POINT (-98.81218295 32.397514)",Crotalus atrox,inat,2024/09/01,239693114
"POINT (-111.12102792 31.335027384)",Crotalus atrox,inat,2024/08/31,239675614
"POINT (-97.588534652 32.156447151)",Crotalus atrox,inat,2024/09/03,239674592
"POINT (-100.44789491 30.337401162)",Crotalus atrox,inat,2024/08/05,239669127
"POINT (-100.78189167 29.370103333)",Crotalus atrox,inat,2024/07/23,239667697
"POINT (-111.48343889 33.453575)",Crotalus atrox,inat,2023/10/15,239664152
"POINT (-101.34381869 31.975885465)",Crotalus atrox,inat,2024/06/30,239659825
"POINT (-102.65789787 32.238457893)",Crotalus atrox,inat,2024/06/28,239658111
"POINT (-102.45157726 32.345993397)",Crotalus atrox,inat,2024/06/28,239657981
"POINT (-102.59392492 32.139223577)",Crotalus atrox,inat,2024/06/24,239654527
"POINT (-102.61891708 32.106098313)",Crotalus atrox,inat,2024/06/24,239654121
"POINT (-111.216575 32.343527778)",Crotalus atrox,inat,2024/09/03,239634461
"POINT (-111.16591917 32.603779449)",Crotalus atrox,inat,2022/08/07,239633193
"POINT (-108.554007 32.243190479)",Crotalus atrox,inat,2024/09/03,239622586
"POINT (-111.12981185 32.546606954)",Crotalus atrox,inat,2024/09/02,239607416
"POINT (-111.19618057 32.42855275)",Crotalus atrox,inat,2024/09/02,239607286
"POINT (-111.08418289 32.545926742)",Crotalus atrox,inat,2024/09/02,239607109
"POINT (-111.09521386 32.567055326)",Crotalus atrox,inat,2024/09/02,239606899
"POINT (-110.82504863 32.504919344)",Crotalus atrox,inat,2024/09/02,239606679
"POINT (-110.98396153 32.598611941)",Crotalus atrox,inat,2024/09/02,239606506
"POINT (-110.82634372 32.419245443)",Crotalus atrox,inat,2024/09/02,239606343
"POINT (-110.91818991 32.482459354)",Crotalus atrox,inat,2024/09/02,239606225
"POINT (-110.95316228 32.514681507)",Crotalus atrox,inat,2024/09/02,239606062
"POINT (-110.86845758 32.495039316)",Crotalus atrox,inat,2024/09/02,239605969
"POINT (-110.14186209 31.545049737)",Crotalus atrox,inat,2024/09/02,239559234
