WKT,name,prov,date,key
"POINT (-117.912227 35.479349)",Crotalus scutulatus,gbif,2023/05/17,4500552208
"POINT (-117.18926 34.58833)",Crotalus scutulatus,gbif,2023/05/16,4872241166
"POINT (-117.989933 34.871978)",Crotalus scutulatus,gbif,2023/05/17,4514305378
"POINT (-117.989933 34.871978)",Crotalus scutulatus,gbif,2023/05/18,4514304376
"POINT (-117.989933 34.871978)",Crotalus scutulatus,gbif,2023/05/19,4514306377
"POINT (-117.395154 34.535795)",Crotalus scutulatus,gbif,2023/06/01,4130106309
"POINT (-116.282894 34.194207)",Crotalus scutulatus,gbif,2023/06/04,4130067087
"POINT (-116.746169 34.699189)",Crotalus scutulatus,gbif,2023/06/01,4130007181
"POINT (-118.12107 34.723626)",Crotalus scutulatus,gbif,2023/06/04,4130209507
"POINT (-118.144989 34.616338)",Crotalus scutulatus,gbif,2023/06/04,4133888045
"POINT (-115.409001 35.170739)",Crotalus scutulatus,gbif,2023/06/09,4134062430
"POINT (-103.884083 30.565253)",Crotalus scutulatus,gbif,2023/06/10,4133998210
"POINT (-109.176652 31.974523)",Crotalus scutulatus,gbif,2023/06/10,4133946145
"POINT (-116.215308 34.210462)",Crotalus scutulatus,gbif,2023/06/06,4133632994
"POINT (-118.005123 34.602799)",Crotalus scutulatus,gbif,2023/06/04,4138469431
"POINT (-103.889466 30.502964)",Crotalus scutulatus,gbif,2023/06/21,4137932691
"POINT (-109.163518 31.929019)",Crotalus scutulatus,gbif,2023/06/20,4138270096
"POINT (-103.193958 25.600773)",Crotalus scutulatus,gbif,2023/06/20,4138430399
"POINT (-103.898793 30.587093)",Crotalus scutulatus,gbif,2023/06/23,4138366330
"POINT (-103.627139 30.321288)",Crotalus scutulatus,gbif,2023/06/24,4138739072
"POINT (-118.152997 34.912653)",Crotalus scutulatus,gbif,2023/06/23,4138635956
"POINT (-103.123755 30.30543)",Crotalus scutulatus,gbif,2023/06/11,4138489657
"POINT (-103.929805 30.540539)",Crotalus scutulatus,gbif,2023/06/24,4138571656
"POINT (-103.002875 30.393683)",Crotalus scutulatus,gbif,2023/06/12,4138126546
"POINT (-103.005836 30.390653)",Crotalus scutulatus,gbif,2023/06/12,4138542228
"POINT (-103.276733 30.212195)",Crotalus scutulatus,gbif,2023/06/12,4145545386
"POINT (-101.590617 24.550939)",Crotalus scutulatus,gbif,2023/06/28,4145525115
"POINT (-117.970081 34.610458)",Crotalus scutulatus,gbif,2023/06/29,4145518018
"POINT (-118.140502 34.934476)",Crotalus scutulatus,gbif,2023/06/26,4162290504
"POINT (-102.88605 23.171394)",Crotalus scutulatus,gbif,2023/06/30,4855159434
"POINT (-115.804803 36.061264)",Crotalus scutulatus,gbif,2023/06/16,4875073391
"POINT (-118.148102 34.703947)",Crotalus scutulatus,gbif,2023/06/04,4921831601
"POINT (-101.076243 25.146131)",Crotalus scutulatus,gbif,2023/07/01,4145775306
"POINT (-113.604089 33.715387)",Crotalus scutulatus,gbif,2023/07/08,4153701867
"POINT (-115.460719 35.595545)",Crotalus scutulatus,gbif,2023/07/08,4153372206
"POINT (-102.124578 27.035009)",Crotalus scutulatus,gbif,2023/07/09,4153503394
"POINT (-102.983524 25.48673)",Crotalus scutulatus,gbif,2023/07/07,4153921388
"POINT (-103.038555 25.604953)",Crotalus scutulatus,gbif,2023/07/05,4153981468
"POINT (-110.483676 31.644505)",Crotalus scutulatus,gbif,2023/07/08,4153981743
"POINT (-109.435642 32.006847)",Crotalus scutulatus,gbif,2023/07/11,4162277778
"POINT (-103.306678 30.216738)",Crotalus scutulatus,gbif,2023/07/13,4162307615
"POINT (-103.160645 30.282633)",Crotalus scutulatus,gbif,2023/07/13,4162473712
"POINT (-108.877785 31.81616)",Crotalus scutulatus,gbif,2023/07/14,4162458749
"POINT (-109.017593 32.148255)",Crotalus scutulatus,gbif,2023/07/14,4162411519
"POINT (-110.207098 31.356643)",Crotalus scutulatus,gbif,2023/07/14,4162524099
"POINT (-103.711422 30.223626)",Crotalus scutulatus,gbif,2023/07/14,4162258019
"POINT (-109.177005 31.905847)",Crotalus scutulatus,gbif,2023/07/15,4162182771
"POINT (-109.180048 31.910874)",Crotalus scutulatus,gbif,2023/07/15,4162483722
"POINT (-108.874792 31.952166)",Crotalus scutulatus,gbif,2023/07/15,4162058761
"POINT (-103.631881 30.331823)",Crotalus scutulatus,gbif,2023/07/15,4162459999
"POINT (-103.63176 30.331679)",Crotalus scutulatus,gbif,2023/07/15,4162164287
"POINT (-109.760189 32.688819)",Crotalus scutulatus,gbif,2023/07/14,4162212004
"POINT (-103.574857 30.012931)",Crotalus scutulatus,gbif,2023/07/16,4162296975
"POINT (-103.575004 30.01274)",Crotalus scutulatus,gbif,2023/07/16,4162076089
"POINT (-103.575854 30.010975)",Crotalus scutulatus,gbif,2023/07/16,4162568583
"POINT (-103.628854 30.326579)",Crotalus scutulatus,gbif,2023/07/17,4162230171
"POINT (-110.783732 31.815063)",Crotalus scutulatus,gbif,2023/07/18,4165463011
"POINT (-110.679757 31.671828)",Crotalus scutulatus,gbif,2023/07/18,4165576524
"POINT (-110.716866 31.689855)",Crotalus scutulatus,gbif,2023/07/18,4165333547
"POINT (-109.067018 32.020242)",Crotalus scutulatus,gbif,2023/07/19,4165554012
"POINT (-115.608262 35.994237)",Crotalus scutulatus,gbif,2023/07/19,4165619213
"POINT (-109.144988 31.92547)",Crotalus scutulatus,gbif,2023/07/19,4165554073
"POINT (-110.330812 31.919395)",Crotalus scutulatus,gbif,2023/07/20,4165321234
"POINT (-109.915248 31.956693)",Crotalus scutulatus,gbif,2023/07/20,4165570639
"POINT (-109.061313 31.878106)",Crotalus scutulatus,gbif,2023/07/21,4165888740
"POINT (-116.337157 34.301429)",Crotalus scutulatus,gbif,2023/07/21,4165770871
"POINT (-111.302775 32.378973)",Crotalus scutulatus,gbif,2023/07/21,4165786641
"POINT (-109.078178 31.888278)",Crotalus scutulatus,gbif,2023/07/22,4165455241
"POINT (-110.420873 32.035288)",Crotalus scutulatus,gbif,2023/07/22,4165682488
"POINT (-109.061303 31.878095)",Crotalus scutulatus,gbif,2023/07/21,4165851145
"POINT (-113.938632 36.952026)",Crotalus scutulatus,gbif,2023/07/21,4165819740
"POINT (-109.123192 31.91405)",Crotalus scutulatus,gbif,2023/07/23,4165964851
"POINT (-109.544088 31.583912)",Crotalus scutulatus,gbif,2023/07/20,4165942360
"POINT (-109.195345 31.805666)",Crotalus scutulatus,gbif,2023/07/25,4171640630
"POINT (-108.812786 31.980255)",Crotalus scutulatus,gbif,2023/07/27,4171502246
"POINT (-110.289437 32.124067)",Crotalus scutulatus,gbif,2023/07/28,4171812487
"POINT (-104.210655 30.36977)",Crotalus scutulatus,gbif,2023/07/25,4171932059
"POINT (-109.630316 32.178865)",Crotalus scutulatus,gbif,2023/07/24,4171422763
"POINT (-109.185047 31.951132)",Crotalus scutulatus,gbif,2023/07/29,4171597490
"POINT (-103.570778 22.79815)",Crotalus scutulatus,gbif,2023/07/31,4172067309
"POINT (-110.583541 31.669879)",Crotalus scutulatus,gbif,2023/07/24,4172064852
"POINT (-110.478225 31.761458)",Crotalus scutulatus,gbif,2023/07/24,4171963451
"POINT (-110.448975 32.069995)",Crotalus scutulatus,gbif,2023/07/24,4172077782
"POINT (-112.933937 35.326324)",Crotalus scutulatus,gbif,2023/07/27,4172069512
"POINT (-109.032015 31.916412)",Crotalus scutulatus,gbif,2023/07/29,4171815243
"POINT (-109.033291 31.933922)",Crotalus scutulatus,gbif,2023/07/30,4172235182
"POINT (-101.733084 22.615499)",Crotalus scutulatus,gbif,2023/07/28,4177195127
"POINT (-117.241438 34.597103)",Crotalus scutulatus,gbif,2023/07/20,4405305630
"POINT (-111.332755 32.392575)",Crotalus scutulatus,gbif,2023/07/27,4407149972
"POINT (-101.008725 25.073053)",Crotalus scutulatus,gbif,2023/07/05,4420718893
"POINT (-109.915275 31.962125)",Crotalus scutulatus,gbif,2023/07/20,4431106855
"POINT (-118.23699 34.694253)",Crotalus scutulatus,gbif,2023/07/18,4431145075
"POINT (-100.640529 24.741393)",Crotalus scutulatus,gbif,2023/07/12,4500598212
"POINT (-110.504022 32.526819)",Crotalus scutulatus,gbif,2023/07/27,4606868942
"POINT (-110.655145 31.680953)",Crotalus scutulatus,gbif,2023/08/01,4172061915
"POINT (-97.483765 19.393997)",Crotalus scutulatus,gbif,2023/08/01,4171774092
"POINT (-109.426092 32.006786)",Crotalus scutulatus,gbif,2023/08/02,4172320628
"POINT (-109.862019 32.002286)",Crotalus scutulatus,gbif,2023/08/01,4172208453
"POINT (-109.431344 32.006817)",Crotalus scutulatus,gbif,2023/08/02,4171959254
"POINT (-110.9804 31.832805)",Crotalus scutulatus,gbif,2023/08/04,4172100602
"POINT (-110.666222 31.673147)",Crotalus scutulatus,gbif,2023/08/05,4171986273
"POINT (-110.666222 31.673147)",Crotalus scutulatus,gbif,2023/08/05,4172128147
"POINT (-116.442803 34.311055)",Crotalus scutulatus,gbif,2023/08/06,4172173016
"POINT (-109.165095 31.855322)",Crotalus scutulatus,gbif,2023/08/06,4407286808
"POINT (-104.179458 30.536192)",Crotalus scutulatus,gbif,2023/08/03,4172273425
"POINT (-104.167105 30.53347)",Crotalus scutulatus,gbif,2023/08/03,4172231608
"POINT (-103.926117 30.561055)",Crotalus scutulatus,gbif,2023/08/04,4172215116
"POINT (-103.636795 30.335058)",Crotalus scutulatus,gbif,2023/08/05,4171774696
"POINT (-108.82042 31.91342)",Crotalus scutulatus,gbif,2023/08/06,4172313907
"POINT (-104.034653 30.53208)",Crotalus scutulatus,gbif,2023/08/06,4172034324
"POINT (-104.112289 30.330005)",Crotalus scutulatus,gbif,2023/08/06,4172193233
"POINT (-111.066733 31.741004)",Crotalus scutulatus,gbif,2023/08/08,4177262336
"POINT (-110.389343 31.491573)",Crotalus scutulatus,gbif,2023/08/09,4177229613
"POINT (-110.431723 31.570304)",Crotalus scutulatus,gbif,2023/08/09,4176980071
"POINT (-109.032348 31.872143)",Crotalus scutulatus,gbif,2023/08/09,4176929857
"POINT (-109.075933 31.886931)",Crotalus scutulatus,gbif,2023/08/09,4177239745
"POINT (-109.440078 31.999819)",Crotalus scutulatus,gbif,2023/08/09,4177440584
"POINT (-109.021716 32.109972)",Crotalus scutulatus,gbif,2023/08/07,4177395608
"POINT (-109.787245 32.212544)",Crotalus scutulatus,gbif,2023/08/07,4177338562
"POINT (-109.611935 32.332553)",Crotalus scutulatus,gbif,2023/08/07,4177362706
"POINT (-109.272496 31.405741)",Crotalus scutulatus,gbif,2023/08/06,4177175275
"POINT (-109.21256 31.589023)",Crotalus scutulatus,gbif,2023/08/06,4177281316
"POINT (-109.395176 31.526187)",Crotalus scutulatus,gbif,2023/08/06,4177363656
"POINT (-109.277937 31.761546)",Crotalus scutulatus,gbif,2023/08/06,4177207283
"POINT (-109.055861 31.758242)",Crotalus scutulatus,gbif,2023/08/06,4177400663
"POINT (-110.852011 32.552572)",Crotalus scutulatus,gbif,2023/08/10,4177163670
"POINT (-109.061592 31.878287)",Crotalus scutulatus,gbif,2023/08/09,4177433920
"POINT (-109.057547 31.875795)",Crotalus scutulatus,gbif,2023/08/09,4177441204
"POINT (-111.046899 31.664509)",Crotalus scutulatus,gbif,2023/08/08,4177267239
"POINT (-109.040075 31.868327)",Crotalus scutulatus,gbif,2023/08/12,4177409742
"POINT (-109.091777 31.896906)",Crotalus scutulatus,gbif,2023/08/12,4400119964
"POINT (-109.099047 31.901462)",Crotalus scutulatus,gbif,2023/08/12,4177311183
"POINT (-109.380701 31.728657)",Crotalus scutulatus,gbif,2023/08/12,4177305486
"POINT (-109.289458 31.734268)",Crotalus scutulatus,gbif,2023/08/12,4176945813
"POINT (-109.06387 31.826788)",Crotalus scutulatus,gbif,2023/08/12,4177523398
"POINT (-109.110177 31.81178)",Crotalus scutulatus,gbif,2023/08/12,4177241374
"POINT (-110.136824 31.545918)",Crotalus scutulatus,gbif,2023/08/13,4177544635
"POINT (-117.444531 34.600186)",Crotalus scutulatus,gbif,2023/08/13,4177532583
"POINT (-116.345781 34.020559)",Crotalus scutulatus,gbif,2023/08/13,4177574354
"POINT (-111.27873 32.26987)",Crotalus scutulatus,gbif,2023/08/13,4177282082
"POINT (-111.306542 32.291688)",Crotalus scutulatus,gbif,2023/08/13,4177515478
"POINT (-109.086122 31.893171)",Crotalus scutulatus,gbif,2023/08/10,4177590677
"POINT (-109.131644 31.914083)",Crotalus scutulatus,gbif,2023/08/13,4177536117
"POINT (-109.136064 31.944792)",Crotalus scutulatus,gbif,2023/08/11,4177530045
"POINT (-109.131722 31.914091)",Crotalus scutulatus,gbif,2023/08/13,4400452033
"POINT (-109.063371 31.87938)",Crotalus scutulatus,gbif,2023/08/14,4400461037
"POINT (-110.435808 31.529027)",Crotalus scutulatus,gbif,2023/08/13,4177531185
"POINT (-103.208444 30.207739)",Crotalus scutulatus,gbif,2023/08/15,4400166662
"POINT (-109.409941 32.069258)",Crotalus scutulatus,gbif,2023/08/15,4400082144
"POINT (-112.785322 32.003828)",Crotalus scutulatus,gbif,2023/08/16,4405008952
"POINT (-109.029052 31.992198)",Crotalus scutulatus,gbif,2023/08/17,4416941551
"POINT (-110.604042 31.665867)",Crotalus scutulatus,gbif,2023/08/17,4400208114
"POINT (-110.587094 31.613336)",Crotalus scutulatus,gbif,2023/08/17,4400295673
"POINT (-111.409213 31.719273)",Crotalus scutulatus,gbif,2023/08/17,4400420181
"POINT (-111.583877 31.786713)",Crotalus scutulatus,gbif,2023/08/17,4400468839
"POINT (-109.170308 31.641183)",Crotalus scutulatus,gbif,2023/08/19,4400367233
"POINT (-109.121148 32.149356)",Crotalus scutulatus,gbif,2023/08/19,4400138194
"POINT (-109.10943 31.983661)",Crotalus scutulatus,gbif,2023/08/19,4400434696
"POINT (-109.09558 31.899205)",Crotalus scutulatus,gbif,2023/08/19,4400379826
"POINT (-104.162553 30.746406)",Crotalus scutulatus,gbif,2023/08/19,4500798475
"POINT (-104.090928 30.541297)",Crotalus scutulatus,gbif,2023/08/19,4400440125
"POINT (-103.992475 30.609956)",Crotalus scutulatus,gbif,2023/08/20,4400006943
"POINT (-103.880663 30.608606)",Crotalus scutulatus,gbif,2023/08/20,4400246549
"POINT (-110.982149 31.831424)",Crotalus scutulatus,gbif,2023/08/20,4399897775
"POINT (-109.127942 31.92012)",Crotalus scutulatus,gbif,2023/08/13,4400142585
"POINT (-109.105266 31.905336)",Crotalus scutulatus,gbif,2023/08/14,4400277312
"POINT (-103.187959 25.599902)",Crotalus scutulatus,gbif,2023/08/21,4400457827
"POINT (-103.191544 25.601854)",Crotalus scutulatus,gbif,2023/08/21,4400047697
"POINT (-109.168797 31.802286)",Crotalus scutulatus,gbif,2023/08/21,4400370865
"POINT (-103.679505 30.395788)",Crotalus scutulatus,gbif,2023/08/18,4400146677
"POINT (-110.716995 32.58018)",Crotalus scutulatus,gbif,2023/08/22,4405317553
"POINT (-104.103942 30.326731)",Crotalus scutulatus,gbif,2023/08/24,4405359517
"POINT (-104.213082 30.219819)",Crotalus scutulatus,gbif,2023/08/24,4405259201
"POINT (-102.110356 21.825716)",Crotalus scutulatus,gbif,2023/08/23,4405054681
"POINT (-109.024207 32.151729)",Crotalus scutulatus,gbif,2023/08/14,4405465377
"POINT (-109.094721 32.062212)",Crotalus scutulatus,gbif,2023/08/14,4405463626
"POINT (-109.147033 31.863485)",Crotalus scutulatus,gbif,2023/08/16,4405105926
"POINT (-109.852464 31.983102)",Crotalus scutulatus,gbif,2023/08/12,4405465410
"POINT (-109.857904 31.994026)",Crotalus scutulatus,gbif,2023/08/12,4405526565
"POINT (-106.3579738 29.2716068)",Crotalus scutulatus,inat,2024/08/06,240979985
"POINT (-106.3579738 29.2716068)",Crotalus scutulatus,inat,2024/08/06,240978798
"POINT (-111.67751027 33.685514182)",Crotalus scutulatus,inat,2024/07/27,240828411
"POINT (-111.7667794 33.70955315)",Crotalus scutulatus,inat,2024/07/17,240813711
"POINT (-117.7898039 34.7025725)",Crotalus scutulatus,inat,2024/09/09,240809071
"POINT (-109.08658271 31.804572886)",Crotalus scutulatus,inat,2024/09/01,240789149
"POINT (-109.00773754 31.716711689)",Crotalus scutulatus,inat,2024/09/01,240788846
"POINT (-109.04478098 31.968698283)",Crotalus scutulatus,inat,2024/09/01,240788756
"POINT (-111.0485068 31.75563621)",Crotalus scutulatus,inat,2024/09/01,240785192
"POINT (-118.39427834 34.888373243)",Crotalus scutulatus,inat,2024/09/08,240777056
"POINT (-109.0286461 31.959916483)",Crotalus scutulatus,inat,2024/08/29,240771310
"POINT (-109.03301136 32.100101163)",Crotalus scutulatus,inat,2024/08/29,240771177
"POINT (-100.71841434 24.955266886)",Crotalus scutulatus,inat,2023/07/07,240729573
"POINT (-100.79149716 24.816760675)",Crotalus scutulatus,inat,2022/06/19,240729285
"POINT (-109.477195 31.958733333)",Crotalus scutulatus,inat,2024/09/08,240715783
"POINT (-108.82246575 31.99104114)",Crotalus scutulatus,inat,2024/09/07,240496217
"POINT (-109.03211117 31.92053)",Crotalus scutulatus,inat,2024/09/07,240496019
"POINT (-109.0850869 31.927090994)",Crotalus scutulatus,inat,2024/09/07,240495813
"POINT (-108.98534278 32.045762436)",Crotalus scutulatus,inat,2024/09/07,240495699
"POINT (-116.39221682 34.194225696)",Crotalus scutulatus,inat,2024/09/07,240474593
"POINT (-116.27115868 34.397987278)",Crotalus scutulatus,inat,2024/09/07,240474526
"POINT (-105.20120782 31.791048738)",Crotalus scutulatus,inat,2024/09/05,240435446
"POINT (-108.96892221 32.16717778)",Crotalus scutulatus,inat,2024/09/07,240399647
"POINT (-108.8168815 31.842438458)",Crotalus scutulatus,inat,2024/09/06,240397725
"POINT (-111.0095669 31.7150826)",Crotalus scutulatus,inat,2024/09/01,240358494
"POINT (-109.06027481 31.856203297)",Crotalus scutulatus,inat,2024/09/06,240313915
"POINT (-109.01989842 31.842205133)",Crotalus scutulatus,inat,2024/09/06,240272538
"POINT (-115.70673162 35.573204184)",Crotalus scutulatus,inat,2024/09/04,240258703
"POINT (-115.75562831 35.589138652)",Crotalus scutulatus,inat,2024/09/04,240258698
"POINT (-115.79777959 35.448352137)",Crotalus scutulatus,inat,2024/09/04,240258678
"POINT (-115.7465778 35.674824117)",Crotalus scutulatus,inat,2024/09/04,240258669
"POINT (-115.64355959 35.724345731)",Crotalus scutulatus,inat,2024/09/04,240258666
"POINT (-115.63444305 35.530026126)",Crotalus scutulatus,inat,2024/09/04,240258665
"POINT (-109.07109717 31.77953)",Crotalus scutulatus,inat,2024/07/25,240223716
"POINT (-115.7503797 35.413233855)",Crotalus scutulatus,inat,2024/09/04,240166266
"POINT (-115.62694489 35.408775679)",Crotalus scutulatus,inat,2024/09/04,240166253
"POINT (-115.75071986 35.439612229)",Crotalus scutulatus,inat,2024/09/04,240166249
"POINT (-115.74244353 35.4329995)",Crotalus scutulatus,inat,2024/09/04,240166246
"POINT (-115.75925048 35.410011852)",Crotalus scutulatus,inat,2024/09/04,240166245
"POINT (-111.33497597 32.566763676)",Crotalus scutulatus,inat,2024/09/05,240142988
"POINT (-111.28005971 32.487905744)",Crotalus scutulatus,inat,2024/09/05,240142869
"POINT (-111.30558632 32.500277845)",Crotalus scutulatus,inat,2024/09/05,240142754
"POINT (-111.3009923 32.542355476)",Crotalus scutulatus,inat,2024/09/05,240142544
"POINT (-111.2877165 32.515926841)",Crotalus scutulatus,inat,2024/09/05,240142421
"POINT (-111.38814847 32.571645592)",Crotalus scutulatus,inat,2024/09/05,240142335
"POINT (-100.7869444 24.8147222)",Crotalus scutulatus,inat,2024/08/09,240125711
"POINT (-111.26872188 32.248104074)",Crotalus scutulatus,inat,2024/09/04,239972425
"POINT (-111.31387856 32.455896805)",Crotalus scutulatus,inat,2024/09/05,239966989
"POINT (-108.87604873 31.811361918)",Crotalus scutulatus,inat,2024/09/04,239964909
"POINT (-108.8193056 31.809643603)",Crotalus scutulatus,inat,2024/09/04,239964697
"POINT (-118.42367124 34.868684226)",Crotalus scutulatus,inat,2011/03/31,239873306
"POINT (-118.1183997 34.7918125)",Crotalus scutulatus,inat,2024/09/04,239840401
"POINT (-109.17685007 31.994388284)",Crotalus scutulatus,inat,2024/09/03,239790707
"POINT (-109.18267598 31.864441347)",Crotalus scutulatus,inat,2024/09/03,239790164
"POINT (-109.19069108 31.928967158)",Crotalus scutulatus,inat,2024/09/03,239732450
"POINT (-105.51678661 32.027299492)",Crotalus scutulatus,inat,2024/08/10,239705140
"POINT (-111.11742918 32.895544087)",Crotalus scutulatus,inat,2024/09/02,239694308
"POINT (-111.61697811 32.683247238)",Crotalus scutulatus,inat,2024/09/02,239685537
"POINT (-116.33542 34.192446667)",Crotalus scutulatus,inat,2024/09/02,239633563
"POINT (-111.71613194 32.763098372)",Crotalus scutulatus,inat,2024/09/02,239591226
"POINT (-111.68195622 32.610271172)",Crotalus scutulatus,inat,2024/09/02,239559468
"POINT (-118.11215749 34.791957407)",Crotalus scutulatus,inat,2024/08/24,239507230
"POINT (-111.26278397 32.523614972)",Crotalus scutulatus,inat,2024/08/30,239476977
"POINT (-111.262725 32.525407)",Crotalus scutulatus,inat,2024/09/01,239475828
"POINT (-109.09702429 31.946388585)",Crotalus scutulatus,inat,2024/08/29,239418829
"POINT (-109.0476855 31.932923125)",Crotalus scutulatus,inat,2024/08/29,239418827
"POINT (-109.15449754 32.147978945)",Crotalus scutulatus,inat,2024/08/29,239418817
"POINT (-116.28291869 34.194198828)",Crotalus scutulatus,inat,2024/09/02,239399822
"POINT (-109.10531737 31.90563536)",Crotalus scutulatus,inat,2024/08/26,239322214
"POINT (-110.64855901 31.77495145)",Crotalus scutulatus,inat,2024/09/01,239320797
"POINT (-117.15957059 34.586783989)",Crotalus scutulatus,inat,2024/09/01,239319127
"POINT (-111.87791333 34.734745)",Crotalus scutulatus,inat,2024/09/01,239310321
"POINT (-109.056391 31.874338)",Crotalus scutulatus,inat,2024/08/25,239291220
"POINT (-109.10882774 31.947322895)",Crotalus scutulatus,inat,2024/08/25,239290702
"POINT (-109.11849123 31.996687501)",Crotalus scutulatus,inat,2024/08/25,239286543
"POINT (-102.41234955 22.638238077)",Crotalus scutulatus,inat,2024/09/01,239265306
"POINT (-115.423455 36.133097167)",Crotalus scutulatus,inat,2024/08/31,239236183
"POINT (-103.58214377 29.948203386)",Crotalus scutulatus,inat,2024/09/01,239217146
"POINT (-111.76818611 33.779013889)",Crotalus scutulatus,inat,2024/08/31,239141307
"POINT (-100.99153889 23.482944444)",Crotalus scutulatus,inat,2024/08/29,239091837
"POINT (-114.31597167 35.191678333)",Crotalus scutulatus,inat,2024/08/31,239091733
"POINT (-116.28291666 34.194198974)",Crotalus scutulatus,inat,2024/08/31,239071508
"POINT (-106.4178329 29.268751106)",Crotalus scutulatus,inat,2024/08/28,239064521
"POINT (-106.30462222 27.341216667)",Crotalus scutulatus,inat,2024/08/30,239056942
"POINT (-112.826645 33.62278)",Crotalus scutulatus,inat,2024/07/03,238987008
"POINT (-106.16093445 28.657697678)",Crotalus scutulatus,inat,2024/08/30,238965373
"POINT (-109.16218903 31.869736761)",Crotalus scutulatus,inat,2024/08/07,238951630
"POINT (-109.18817074 31.994930944)",Crotalus scutulatus,inat,2024/08/07,238951628
"POINT (-109.41796167 32.006766667)",Crotalus scutulatus,inat,2024/08/30,238944920
"POINT (-109.43119667 32.00680555)",Crotalus scutulatus,inat,2024/08/30,238944823
"POINT (-109.37376333 31.984086667)",Crotalus scutulatus,inat,2024/08/30,238909917
"POINT (-110.93211867 31.794714038)",Crotalus scutulatus,inat,2023/08/17,238897748
"POINT (-109.5481598 32.109185573)",Crotalus scutulatus,inat,2024/08/30,238875357
"POINT (-111.39737887 32.23176443)",Crotalus scutulatus,inat,2024/08/21,238736777
"POINT (-111.27752778 32.248119444)",Crotalus scutulatus,inat,2024/08/22,238736763
"POINT (-111.37491118 32.328535853)",Crotalus scutulatus,inat,2024/08/22,238736757
"POINT (-116.39576625 34.264965843)",Crotalus scutulatus,inat,2024/07/19,238719895
"POINT (-111.88017167 34.733575)",Crotalus scutulatus,inat,2024/08/29,238711156
"POINT (-103.05285484 25.602375451)",Crotalus scutulatus,inat,2022/10/17,238621619
"POINT (-115.62664543 35.498559806)",Crotalus scutulatus,inat,2023/08/30,238616902
"POINT (-112.1625129 34.24357269)",Crotalus scutulatus,inat,2023/07/10,238615995
"POINT (-109.38000824 31.991583107)",Crotalus scutulatus,inat,2024/08/20,238613108
"POINT (-109.11814445 31.711772217)",Crotalus scutulatus,inat,2024/08/20,238586634
"POINT (-109.0923 31.897163333)",Crotalus scutulatus,inat,2024/08/28,238581362
"POINT (-108.93139688 31.853010715)",Crotalus scutulatus,inat,2024/08/28,238581318
"POINT (-110.59688161 31.743229969)",Crotalus scutulatus,inat,2024/08/19,238571918
"POINT (-109.54971768 31.270437377)",Crotalus scutulatus,inat,2024/08/27,238468072
"POINT (-110.9901428 32.192835)",Crotalus scutulatus,inat,2024/08/28,238453631
"POINT (-109.57923 31.395696667)",Crotalus scutulatus,inat,2024/08/27,238389291
"POINT (-109.14854646 31.924271795)",Crotalus scutulatus,inat,2024/08/07,238384843
"POINT (-109.1946216 31.945877359)",Crotalus scutulatus,inat,2024/08/07,238384672
"POINT (-118.56482833 34.42743)",Crotalus scutulatus,inat,2024/08/27,238361181
"POINT (-109.03359635 31.816952881)",Crotalus scutulatus,inat,2024/08/16,238339520
"POINT (-109.06619046 31.964213993)",Crotalus scutulatus,inat,2024/08/16,238339510
"POINT (-109.17731957 31.956677419)",Crotalus scutulatus,inat,2024/08/16,238339502
"POINT (-104.50403611 30.591027778)",Crotalus scutulatus,inat,2024/08/18,238339108
"POINT (-111.21673824 32.312468189)",Crotalus scutulatus,inat,2024/08/17,238257363
"POINT (-104.02503333 30.099011167)",Crotalus scutulatus,inat,2024/08/26,238231988
"POINT (-104.262925 30.4011)",Crotalus scutulatus,inat,2024/08/26,238231783
"POINT (-109.08416667 31.892011667)",Crotalus scutulatus,inat,2024/08/26,238198932
"POINT (-108.80272851 31.909617159)",Crotalus scutulatus,inat,2024/08/26,238196769
"POINT (-109.10301454 31.975262653)",Crotalus scutulatus,inat,2024/08/26,238196636
"POINT (-109.37311 31.9835905)",Crotalus scutulatus,inat,2024/08/20,238169503
"POINT (-109.4272056 32.0068286)",Crotalus scutulatus,inat,2024/08/20,238169412
"POINT (-109.4472223 32.0241928)",Crotalus scutulatus,inat,2024/08/20,238169371
"POINT (-109.4998888 32.0590283)",Crotalus scutulatus,inat,2024/08/20,238169349
"POINT (-109.5637827 32.1392373)",Crotalus scutulatus,inat,2024/08/20,238169276
"POINT (-118.16856514 35.03191346)",Crotalus scutulatus,inat,2024/08/21,238130735
"POINT (-109.08316667 31.89143)",Crotalus scutulatus,inat,2024/08/25,238020034
"POINT (-109.16222951 31.988046801)",Crotalus scutulatus,inat,2024/08/25,238019986
"POINT (-109.21846167 31.612955)",Crotalus scutulatus,inat,2024/08/25,238017583
"POINT (-109.15175 31.663288333)",Crotalus scutulatus,inat,2024/08/25,238017488
"POINT (-109.11592783 31.714828333)",Crotalus scutulatus,inat,2024/08/25,238017464
"POINT (-109.08743333 31.75583)",Crotalus scutulatus,inat,2024/08/25,238017420
"POINT (-109.08232217 31.7633)",Crotalus scutulatus,inat,2024/08/25,238017312
"POINT (-109.05555 31.874563333)",Crotalus scutulatus,inat,2024/08/25,238017219
"POINT (-109.08007783 31.889458333)",Crotalus scutulatus,inat,2024/08/25,238017060
"POINT (-111.64546424 33.563499549)",Crotalus scutulatus,inat,2024/06/30,237901406
"POINT (-111.76328773 33.510581944)",Crotalus scutulatus,inat,2024/06/27,237896837
